Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Temperature,Pressure
1,1,0,30,0,0,0,0.14,3,0,990
1,1,1,30,0,0,-1,0.14,3,0,990
1,1,2,30,0,0,-1,0.14,3,0,990
1,1,3,30,0,0,-1,0.14,3,-1,990
1,1,4,30,0,0,-2,0.14,2.9000000000000000,-1,990
1,1,5,30,0,0,-2,0.14,2.7,-1,990
1,1,6,30,0,0,-2,0.14,2.6,-1,990
1,1,7,30,0,0,-2,0.14,2.6,-1,990
1,1,8,30,16,297,-2,0.14,3.1,0,990
1,1,9,30,43,667,-1,0.14,3.5,1,990
1,1,10,30,58,800,0,0.14,3.3000000000000000,3,990
1,1,11,30,65,866,0,0.14,3,5,990
1,1,12,30,165,400,1,0.14,2.8000000000000000,7,990
1,1,13,30,71,876,2,0.14,2.5,8,990
1,1,14,30,69,828,3,0.14,1.9000000000000000,7,990
1,1,15,30,63,716,4,0.14,1.6,5,990
1,1,16,30,58,91,2,0.14,1.9000000000000000,3,990
1,1,17,30,0,0,2,0.14,2.3000000000000000,3,990
1,1,18,30,0,0,2,0.14,2.7,4,990
1,1,19,30,0,0,4,0.14,3.4000000000000000,4,990
1,1,20,30,0,0,4,0.14,3.9000000000000000,5,990
1,1,21,30,0,0,4,0.14,4.1000000000000000,5,990
1,1,22,30,0,0,4,0.14,4.3,5,990
1,1,23,30,0,0,4,0.14,4.6000000000000000,6,990
1,2,0,30,0,0,4,0.14,4.7,6,980
1,2,1,30,0,0,4,0.14,4.4,5,980
1,2,2,30,0,0,4,0.14,4.2,5,980
1,2,3,30,0,0,4,0.14,4.800000000000000,5,980
1,2,4,30,0,0,6,0.14,5.6000000000000000,6,980
1,2,5,30,0,0,6,0.14,6.1000000000000000,6,980
1,2,6,30,0,0,6,0.14,6.300000000000000,7,980
1,2,7,30,0,0,6,0.14,6.4,7,980
1,2,8,30,13,0,7,0.14,6.7,7,980
1,2,9,30,3,0,8,0.14,7.1000000000000000,8,980
1,2,10,30,122,26,8,0.14,7.7,10,980
1,2,11,30,105,0,10,0.14,8.6,12,980
1,2,12,30,31,0,11,0.14,9.1,14,980
1,2,13,30,8,0,12,0.14,9,14,980
1,2,14,30,163,80,12,0.14,8.6,14,980
1,2,15,30,117,108,12,0.14,8.3,13,980
1,2,16,30,56,31,11,0.14,7.6000000000000000,12,980
1,2,17,30,0,0,11,0.14,6.5,11,980
1,2,18,30,0,0,9,0.14,5,10,980
1,2,19,30,0,0,7,0.14,3.7,7,980
1,2,20,30,0,0,4,0.14,2.8000000000000000,5,980
1,2,21,30,0,0,2,0.14,2.1,3,990
1,2,22,30,0,0,0,0.14,1.7000000000000000,1,990
1,2,23,30,0,0,0,0.14,1.4000000000000000,0,990
1,3,0,30,0,0,0,0.14,1.3,0,990
1,3,1,30,0,0,0,0.14,1.6,0,990
1,3,2,30,0,0,0,0.14,1.9000000000000000,0,990
1,3,3,30,0,0,0,0.14,1.6,0,990
1,3,4,30,0,0,0,0.14,1.3,0,990
1,3,5,30,0,0,0,0.14,1.7000000000000000,0,990
1,3,6,30,0,0,0,0.14,2.2,0,990
1,3,7,30,0,0,0,0.14,2.8000000000000000,0,990
1,3,8,30,9,0,0,0.14,3.2,0,990
1,3,9,30,4,0,0,0.14,3.4000000000000000,1,990
1,3,10,30,114,5,1,0.14,3.7,3,980
1,3,11,30,46,0,3,0.14,4.3,5,980
1,3,12,30,171,21,5,0.14,4.1000000000000000,7,980
1,3,13,30,147,1,6,0.14,2.9000000000000000,7,980
1,3,14,30,161,65,6,0.14,3.6,6,980
1,3,15,30,117,157,4,0.14,4.2,5,980
1,3,16,30,43,0,4,0.14,3.2,5,980
1,3,17,30,0,0,6,0.14,3,6,970
1,3,18,30,0,0,9,0.14,4.2,9,970
1,3,19,30,0,0,9,0.14,5.2,10,970
1,3,20,30,0,0,7,0.14,5.1000000000000000,7,970
1,3,21,30,0,0,4,0.14,4.6000000000000000,4,970
1,3,22,30,0,0,2,0.14,4.3,2,970
1,3,23,30,0,0,1,0.14,4.5,1,970
1,4,0,30,0,0,0,0.14,5.1000000000000000,1,970
1,4,1,30,0,0,0,0.14,5.800000000000000,0,980
1,4,2,30,0,0,0,0.14,6.2,0,980
1,4,3,30,0,0,-1,0.14,6.300000000000000,0,980
1,4,4,30,0,0,-1,0.14,6,0,980
1,4,5,30,0,0,-2,0.14,5.7,-1,980
1,4,6,30,0,0,-3,0.14,5.800000000000000,-1,980
1,4,7,30,0,0,-4,0.14,6,-2,980
1,4,8,30,4,0,-5,0.14,6.5,-2,980
1,4,9,30,35,0,-5,0.14,7,-1,990
1,4,10,30,58,0,-6,0.14,7.2,0,990
1,4,11,30,80,0,-6,0.14,7,0,990
1,4,12,30,86,0,-7,0.14,6.7,0,990
1,4,13,30,107,0,-7,0.14,6.4,0,990
1,4,14,30,99,0,-7,0.14,6,0,990
1,4,15,30,31,0,-7,0.14,5.4,0,990
1,4,16,30,19,0,-6,0.14,4.7,0,990
1,4,17,30,0,0,-6,0.14,4.6000000000000000,-1,990
1,4,18,30,0,0,-6,0.14,4.9,-2,990
1,4,19,30,0,0,-6,0.14,5.1000000000000000,-2,990
1,4,20,30,0,0,-6,0.14,5.1000000000000000,-3,990
1,4,21,30,0,0,-6,0.14,5,-3,990
1,4,22,30,0,0,-6,0.14,4.7,-3,1000
1,4,23,30,0,0,-7,0.14,4.2,-4,1000
1,5,0,30,0,0,-7,0.14,3.9000000000000000,-5,1000
1,5,1,30,0,0,-8,0.14,3.5,-5,1000
1,5,2,30,0,0,-8,0.14,3,-6,1000
1,5,3,30,0,0,-8,0.14,2.7,-6,1000
1,5,4,30,0,0,-8,0.14,2.4000000000000000,-6,1000
1,5,5,30,0,0,-8,0.14,2.1,-6,1000
1,5,6,30,0,0,-8,0.14,1.9000000000000000,-6,1000
1,5,7,30,0,0,-8,0.14,1.8,-6,1000
1,5,8,30,4,0,-8,0.14,1.9000000000000000,-5,1000
1,5,9,30,41,0,-8,0.14,2.2,-4,1000
1,5,10,30,59,0,-8,0.14,2.7,-2,1000
1,5,11,30,139,1,-8,0.14,3.5,0,1000
1,5,12,30,143,0,-8,0.14,4.1000000000000000,0,1000
1,5,13,30,150,1,-8,0.14,4.3,0,1000
1,5,14,30,151,25,-8,0.14,4.4,0,1000
1,5,15,30,62,0,-8,0.14,4.1000000000000000,0,1000
1,5,16,30,35,0,-8,0.14,3.1,-1,1000
1,5,17,30,0,0,-7,0.14,2.5,-2,1000
1,5,18,30,0,0,-7,0.14,3,-3,1000
1,5,19,30,0,0,-7,0.14,3.5,-3,1000
1,5,20,30,0,0,-7,0.14,3.7,-3,1000
1,5,21,30,0,0,-6,0.14,3.8000000000000000,-3,1000
1,5,22,30,0,0,-6,0.14,4,-3,1000
1,5,23,30,0,0,-6,0.14,4.3,-3,1000
1,6,0,30,0,0,-6,0.14,4.5,-2,1000
1,6,1,30,0,0,-6,0.14,4.6000000000000000,-2,1000
1,6,2,30,0,0,-6,0.14,4.800000000000000,-2,1000
1,6,3,30,0,0,-5,0.14,4.9,-2,1000
1,6,4,30,0,0,-5,0.14,4.9,-2,1000
1,6,5,30,0,0,-5,0.14,4.9,-2,1000
1,6,6,30,0,0,-5,0.14,4.800000000000000,-2,1000
1,6,7,30,0,0,-5,0.14,4.800000000000000,-2,1000
1,6,8,30,16,245,-5,0.14,5.300000000000000,-1,1000
1,6,9,30,47,631,-5,0.14,6.1000000000000000,0,1000
1,6,10,30,62,776,-5,0.14,6.4,1,1000
1,6,11,30,167,278,-4,0.14,6.1000000000000000,3,1000
1,6,12,30,73,871,-3,0.14,5.800000000000000,4,1000
1,6,13,30,74,864,-3,0.14,5.5,5,1000
1,6,14,30,70,828,-2,0.14,4.9,5,1000
1,6,15,30,61,744,-2,0.14,3.4000000000000000,4,1000
1,6,16,30,44,555,-1,0.14,2.2,1,1000
1,6,17,30,0,0,-2,0.14,2.2,0,1000
1,6,18,30,0,0,-2,0.14,2.4000000000000000,0,1000
1,6,19,30,0,0,-1,0.14,2.7,0,1000
1,6,20,30,0,0,-1,0.14,3,0,1000
1,6,21,30,0,0,-1,0.14,3,0,1000
1,6,22,30,0,0,-1,0.14,2.9000000000000000,0,1000
1,6,23,30,0,0,-1,0.14,2.7,0,1000
1,7,0,30,0,0,-1,0.14,2.5,-1,1000
1,7,1,30,0,0,-2,0.14,2.3000000000000000,-2,1000
1,7,2,30,0,0,-3,0.14,2.4000000000000000,-2,1000
1,7,3,30,0,0,-4,0.14,2.9000000000000000,-2,1000
1,7,4,30,0,0,-4,0.14,3.5,-2,1000
1,7,5,30,0,0,-4,0.14,3.7,-2,1000
1,7,6,30,0,0,-4,0.14,3.6,-3,1000
1,7,7,30,0,0,-4,0.14,3.7,-3,1000
1,7,8,30,16,297,-5,0.14,4.4,-2,1000
1,7,9,30,45,690,-5,0.14,5.2,-1,1000
1,7,10,30,130,202,-8,0.14,5.300000000000000,-1,1000
1,7,11,30,172,232,-9,0.14,4.800000000000000,0,1000
1,7,12,30,67,935,-10,0.14,4.5,0,1000
1,7,13,30,68,930,-10,0.14,4.1000000000000000,0,1000
1,7,14,30,62,903,-10,0.14,3.3000000000000000,0,1000
1,7,15,30,53,830,-11,0.14,2.2,0,1000
1,7,16,30,38,657,-9,0.14,1.1,-1,1000
1,7,17,30,0,0,-8,0.14,0.7000000000000000,-2,1000
1,7,18,30,0,0,-9,0.14,0.8,-2,1000
1,7,19,30,0,0,-8,0.14,1.1,-3,1000
1,7,20,30,0,0,-9,0.14,1.4000000000000000,-4,1000
1,7,21,30,0,0,-9,0.14,1.7000000000000000,-5,1000
1,7,22,30,0,0,-9,0.14,2,-5,1000
1,7,23,30,0,0,-9,0.14,2.5,-5,1000
1,8,0,30,0,0,-9,0.14,3,-4,1000
1,8,1,30,0,0,-9,0.14,3.5,-4,1000
1,8,2,30,0,0,-9,0.14,4,-4,1000
1,8,3,30,0,0,-9,0.14,4.3,-4,1000
1,8,4,30,0,0,-9,0.14,4.1000000000000000,-4,1000
1,8,5,30,0,0,-8,0.14,4.1000000000000000,-4,1000
1,8,6,30,0,0,-7,0.14,4.3,-3,1000
1,8,7,30,0,0,-7,0.14,4.7,-3,1000
1,8,8,30,16,306,-6,0.14,5.300000000000000,-2,1000
1,8,9,30,73,192,-6,0.14,5.6000000000000000,-1,1000
1,8,10,30,108,409,-5,0.14,5.7,1,990
1,8,11,30,135,476,-3,0.14,5.800000000000000,2,990
1,8,12,30,178,359,-3,0.14,6,3,990
1,8,13,30,181,331,-2,0.14,5.9,3,990
1,8,14,30,164,53,-2,0.14,5.6000000000000000,3,990
1,8,15,30,86,0,-2,0.14,5.6000000000000000,2,990
1,8,16,30,19,0,-1,0.14,5.6000000000000000,2,990
1,8,17,30,0,0,0,0.14,5.5,1,990
1,8,18,30,0,0,0,0.14,4.9,1,990
1,8,19,30,0,0,0,0.14,4.9,1,990
1,8,20,30,0,0,0,0.14,5,1,990
1,8,21,30,0,0,0,0.14,4.800000000000000,0,990
1,8,22,30,0,0,0,0.14,4.7,0,990
1,8,23,30,0,0,0,0.14,4.6000000000000000,0,990
1,9,0,30,0,0,0,0.14,4.3,0,990
1,9,1,30,0,0,0,0.14,4.2,0,990
1,9,2,30,0,0,0,0.14,4.1000000000000000,1,990
1,9,3,30,0,0,0,0.14,3.6,1,990
1,9,4,30,0,0,0,0.14,3,0,990
1,9,5,30,0,0,0,0.14,2.8000000000000000,0,990
1,9,6,30,0,0,0,0.14,2.6,0,980
1,9,7,30,0,0,0,0.14,2.5,0,980
1,9,8,30,6,0,0,0.14,2.8000000000000000,0,980
1,9,9,30,45,0,0,0.14,3.2,1,980
1,9,10,30,64,0,0,0.14,3.2,2,980
1,9,11,30,91,0,1,0.14,3,4,980
1,9,12,30,172,18,1,0.14,2.9000000000000000,5,980
1,9,13,30,198,88,2,0.14,2.8000000000000000,6,980
1,9,14,30,173,112,3,0.14,2.5,7,980
1,9,15,30,129,217,3,0.14,1.7000000000000000,5,980
1,9,16,30,59,430,2,0.14,1.2000000000000000,3,980
1,9,17,30,0,0,2,0.14,1.5,2,980
1,9,18,30,0,0,2,0.14,1.9000000000000000,2,980
1,9,19,30,0,0,2,0.14,2.4000000000000000,3,980
1,9,20,30,0,0,2,0.14,2.8000000000000000,3,980
1,9,21,30,0,0,2,0.14,3.2,3,980
1,9,22,30,0,0,2,0.14,3.5,2,980
1,9,23,30,0,0,2,0.14,3.5,2,980
1,10,0,30,0,0,2,0.14,3.4000000000000000,2,970
1,10,1,30,0,0,1,0.14,3.6,2,970
1,10,2,30,0,0,1,0.14,3.9000000000000000,1,970
1,10,3,30,0,0,1,0.14,4.2,1,970
1,10,4,30,0,0,1,0.14,4.7,1,970
1,10,5,30,0,0,2,0.14,5.1000000000000000,2,970
1,10,6,30,0,0,2,0.14,5.300000000000000,2,970
1,10,7,30,0,0,2,0.14,5.7,3,970
1,10,8,30,0,0,2,0.14,6.2,3,970
1,10,9,30,54,0,2,0.14,7.2,4,970
1,10,10,30,112,0,3,0.14,8.3,5,970
1,10,11,30,179,203,2,0.14,9.1,6,970
1,10,12,30,69,887,0,0.14,9.4,7,970
1,10,13,30,69,887,0,0.14,9.4,8,970
1,10,14,30,63,869,0,0.14,8.9,9,970
1,10,15,30,53,811,-1,0.14,7.6000000000000000,8,970
1,10,16,30,39,649,-1,0.14,6,6,970
1,10,17,30,0,0,-1,0.14,4.7,4,970
1,10,18,30,0,0,-1,0.14,4,3,970
1,10,19,30,0,0,-1,0.14,3.7,3,970
1,10,20,30,0,0,0,0.14,3.7,2,970
1,10,21,30,0,0,-1,0.14,4.5,2,970
1,10,22,30,0,0,0,0.14,5.4,2,970
1,10,23,30,0,0,0,0.14,5.4,2,970
1,11,0,30,0,0,0,0.14,5.2,1,970
1,11,1,30,0,0,-1,0.14,5.1000000000000000,0,980
1,11,2,30,0,0,-2,0.14,5.4,0,980
1,11,3,30,0,0,-3,0.14,5.7,0,980
1,11,4,30,0,0,-4,0.14,6.4,-1,980
1,11,5,30,0,0,-5,0.14,7.2,-1,980
1,11,6,30,0,0,-6,0.14,7.7,-1,980
1,11,7,30,0,0,-7,0.14,7.9,-1,980
1,11,8,30,10,0,-7,0.14,8.1,0,980
1,11,9,30,73,22,-6,0.14,8.3,0,980
1,11,10,30,116,3,-5,0.14,8.5,0,980
1,11,11,30,179,83,-4,0.14,8.5,1,990
1,11,12,30,160,6,-5,0.14,8.200000000000000,2,990
1,11,13,30,191,293,-6,0.14,7.6000000000000000,3,990
1,11,14,30,63,891,-8,0.14,6.800000000000000,2,990
1,11,15,30,54,823,-9,0.14,5.5,1,990
1,11,16,30,39,670,-8,0.14,3.5,0,990
1,11,17,30,0,0,-6,0.14,2.5,-1,990
1,11,18,30,0,0,-6,0.14,2.8000000000000000,0,990
1,11,19,30,0,0,-6,0.14,2.7,0,990
1,11,20,30,0,0,-5,0.14,2.5,-1,990
1,11,21,30,0,0,-6,0.14,2.4000000000000000,-1,990
1,11,22,30,0,0,-6,0.14,2.1,-2,990
1,11,23,30,0,0,-6,0.14,1.6,-2,990
1,12,0,30,0,0,-6,0.14,1.2000000000000000,-3,990
1,12,1,30,0,0,-7,0.14,1.1,-3,990
1,12,2,30,0,0,-7,0.14,1,-3,990
1,12,3,30,0,0,-7,0.14,0.9,-3,990
1,12,4,30,0,0,-7,0.14,0.9,-3,990
1,12,5,30,0,0,-6,0.14,1.1,-3,990
1,12,6,30,0,0,-6,0.14,1.5,-3,990
1,12,7,30,0,0,-7,0.14,2.3000000000000000,-2,990
1,12,8,30,16,302,-7,0.14,3.2,-1,990
1,12,9,30,44,673,-6,0.14,3.8000000000000000,0,990
1,12,10,30,59,810,-7,0.14,4.1000000000000000,2,990
1,12,11,30,66,877,-8,0.14,4.1000000000000000,3,990
1,12,12,30,146,534,-7,0.14,4,4,990
1,12,13,30,128,594,-7,0.14,3.9000000000000000,4,990
1,12,14,30,107,607,-6,0.14,2.9000000000000000,3,990
1,12,15,30,129,149,-3,0.14,2.3000000000000000,2,990
1,12,16,30,65,210,-3,0.14,2.9000000000000000,1,990
1,12,17,30,9,0,-4,0.14,3.7,1,990
1,12,18,30,0,0,-4,0.14,4,1,990
1,12,19,30,0,0,-3,0.14,3.3000000000000000,1,980
1,12,20,30,0,0,-2,0.14,1.9000000000000000,1,980
1,12,21,30,0,0,-1,0.14,0.7000000000000000,1,980
1,12,22,30,0,0,0,0.14,0.5,1,980
1,12,23,30,0,0,0,0.14,1.3,0,980
1,13,0,30,0,0,-1,0.14,2.3000000000000000,0,980
1,13,1,30,0,0,-2,0.14,3.1,0,980
1,13,2,30,0,0,-3,0.14,4.2,-1,990
1,13,3,30,0,0,-3,0.14,5,-1,990
1,13,4,30,0,0,-3,0.14,4.9,-2,990
1,13,5,30,0,0,-3,0.14,5.1000000000000000,-3,990
1,13,6,30,0,0,-3,0.14,5.300000000000000,-2,990
1,13,7,30,0,0,-3,0.14,5.4,-2,990
1,13,8,30,5,0,-3,0.14,5.9,-1,1000
1,13,9,30,59,0,-3,0.14,6.4,0,1000
1,13,10,30,134,60,-4,0.14,6.6000000000000000,0,1000
1,13,11,30,110,0,-5,0.14,6.5,0,1000
1,13,12,30,206,191,-5,0.14,6.5,1,1000
1,13,13,30,154,1,-6,0.14,6.6000000000000000,0,1000
1,13,14,30,120,0,-6,0.14,6.6000000000000000,0,1000
1,13,15,30,59,0,-7,0.14,6.1000000000000000,0,1000
1,13,16,30,44,0,-7,0.14,5.1000000000000000,0,1010
1,13,17,30,4,0,-7,0.14,4.2,-1,1010
1,13,18,30,0,0,-7,0.14,3.5,-2,1010
1,13,19,30,0,0,-7,0.87,3,-3,1010
1,13,20,30,0,0,-7,0.87,2.8000000000000000,-4,1010
1,13,21,30,0,0,-7,0.87,2.5,-4,1010
1,13,22,30,0,0,-7,0.87,2.3000000000000000,-4,1010
1,13,23,30,0,0,-7,0.87,2.2,-4,1010
1,14,0,30,0,0,-7,0.87,2.2,-4,1010
1,14,1,30,0,0,-7,0.87,1.9000000000000000,-4,1010
1,14,2,30,0,0,-7,0.87,1.6,-4,1010
1,14,3,30,0,0,-7,0.87,1.7000000000000000,-5,1010
1,14,4,30,0,0,-7,0.87,1.7000000000000000,-5,1010
1,14,5,30,0,0,-7,0.87,1.6,-5,1010
1,14,6,30,0,0,-7,0.87,1.6,-5,1010
1,14,7,30,0,0,-8,0.87,1.5,-4,1010
1,14,8,30,21,212,-8,0.87,1.2000000000000000,-3,1010
1,14,9,30,62,606,-9,0.87,1.1,-2,1010
1,14,10,30,89,748,-9,0.87,1.4000000000000000,-1,1010
1,14,11,30,119,773,-9,0.87,1.8,0,1010
1,14,12,30,144,637,-9,0.87,2.2,0,1010
1,14,13,30,145,537,-9,0.87,2.5,0,1010
1,14,14,30,160,344,-9,0.87,2.9000000000000000,0,1010
1,14,15,30,128,53,-8,0.87,3.1,0,1010
1,14,16,30,69,172,-8,0.87,2.9000000000000000,0,1010
1,14,17,30,11,0,-7,0.87,2.9000000000000000,-1,1010
1,14,18,30,0,0,-6,0.87,3.2,-1,1010
1,14,19,30,0,0,-6,0.87,3.4000000000000000,-1,1010
1,14,20,30,0,0,-6,0.87,3.4000000000000000,-2,1010
1,14,21,30,0,0,-6,0.87,3.7,-3,1010
1,14,22,30,0,0,-6,0.87,4.3,-3,1010
1,14,23,30,0,0,-6,0.87,4.7,-3,1000
1,15,0,30,0,0,-6,0.87,4.9,-3,1000
1,15,1,30,0,0,-6,0.87,4.9,-3,1000
1,15,2,30,0,0,-6,0.87,4.9,-3,1000
1,15,3,30,0,0,-6,0.87,4.9,-3,1000
1,15,4,30,0,0,-6,0.87,4.800000000000000,-3,1000
1,15,5,30,0,0,-6,0.87,4.7,-4,1000
1,15,6,30,0,0,-6,0.87,4.7,-4,1000
1,15,7,30,0,0,-6,0.87,4.800000000000000,-4,1000
1,15,8,30,20,0,-6,0.87,5,-3,1000
1,15,9,30,77,183,-5,0.87,5.5,-1,1000
1,15,10,30,106,450,-4,0.87,6.1000000000000000,1,1000
1,15,11,30,185,186,-4,0.87,6.300000000000000,3,1000
1,15,12,30,211,130,-3,0.87,6.1000000000000000,4,1000
1,15,13,30,179,392,-3,0.87,5.7,5,990
1,15,14,30,140,467,-2,0.87,5.1000000000000000,5,990
1,15,15,30,104,432,-1,0.87,4.800000000000000,4,990
1,15,16,30,60,349,-1,0.87,4.6000000000000000,3,990
1,15,17,30,14,0,0,0.87,4.5,2,990
1,15,18,30,0,0,0,0.87,5.300000000000000,2,990
1,15,19,30,0,0,0,0.87,6.6000000000000000,3,990
1,15,20,30,0,0,0,0.87,7.2,4,990
1,15,21,30,0,0,0,0.87,7.1000000000000000,4,990
1,15,22,30,0,0,0,0.87,6.9,3,990
1,15,23,30,0,0,0,0.87,6.5,3,990
1,16,0,30,0,0,0,0.87,5.7,2,990
1,16,1,30,0,0,1,0.87,4.9,1,990
1,16,2,30,0,0,1,0.87,4.6000000000000000,1,990
1,16,3,30,0,0,0,0.87,4.5,1,990
1,16,4,30,0,0,0,0.87,4.2,0,990
1,16,5,30,0,0,0,0.87,4,0,990
1,16,6,30,0,0,0,0.87,3.8000000000000000,0,1000
1,16,7,30,0,0,0,0.87,3.7,0,1000
1,16,8,30,25,0,-1,0.87,3.9000000000000000,0,1000
1,16,9,30,78,177,-1,0.87,4.6000000000000000,1,1000
1,16,10,30,139,162,-1,0.87,5.800000000000000,2,1000
1,16,11,30,175,47,-3,0.87,6.800000000000000,3,1000
1,16,12,30,181,394,-4,0.87,7,3,1000
1,16,13,30,159,490,-5,0.87,6.9,2,1000
1,16,14,30,158,375,-6,0.87,6.7,1,1000
1,16,15,30,96,497,-7,0.87,6.2,0,1000
1,16,16,30,70,215,-8,0.87,5.2,0,1010
1,16,17,30,14,0,-8,0.87,4.2,-1,1010
1,16,18,30,0,0,-8,0.87,4,-2,1010
1,16,19,30,0,0,-8,0.14,4,-3,1010
1,16,20,30,0,0,-9,0.14,4.1000000000000000,-3,1010
1,16,21,30,0,0,-9,0.14,4.3,-3,1010
1,16,22,30,0,0,-10,0.14,4.6000000000000000,-4,1010
1,16,23,30,0,0,-10,0.14,5,-4,1010
1,17,0,30,0,0,-11,0.14,5.4,-4,1010
1,17,1,30,0,0,-13,0.14,5.6000000000000000,-4,1010
1,17,2,30,0,0,-13,0.14,5.800000000000000,-5,1010
1,17,3,30,0,0,-14,0.14,5.800000000000000,-5,1010
1,17,4,30,0,0,-15,0.14,5.800000000000000,-5,1010
1,17,5,30,0,0,-15,0.14,5.800000000000000,-6,1010
1,17,6,30,0,0,-16,0.14,5.6000000000000000,-6,1010
1,17,7,30,0,0,-16,0.14,5.4,-6,1010
1,17,8,30,20,0,-15,0.14,5.6000000000000000,-6,1010
1,17,9,30,76,218,-15,0.14,5.9,-5,1010
1,17,10,30,141,106,-14,0.14,6.2,-4,1010
1,17,11,30,185,82,-14,0.14,6.7,-3,1010
1,17,12,30,205,68,-13,0.14,6.9,-2,1000
1,17,13,30,155,0,-13,0.14,6.5,-1,1000
1,17,14,30,97,0,-13,0.14,5.9,-1,1000
1,17,15,30,128,29,-12,0.14,5.4,-1,1000
1,17,16,30,42,0,-12,0.14,4.800000000000000,-1,1000
1,17,17,30,4,0,-10,0.14,4.4,-2,1000
1,17,18,30,0,0,-9,0.14,4.800000000000000,-2,1000
1,17,19,30,0,0,-8,0.14,5.2,-3,1000
1,17,20,30,0,0,-7,0.14,5.2,-3,1000
1,17,21,30,0,0,-7,0.14,4.7,-4,1000
1,17,22,30,0,0,-7,0.14,4.2,-4,1000
1,17,23,30,0,0,-7,0.14,3.7,-4,1000
1,18,0,30,0,0,-7,0.14,2.9000000000000000,-4,990
1,18,1,30,0,0,-6,0.14,2.1,-4,990
1,18,2,30,0,0,-6,0.14,1.4000000000000000,-4,990
1,18,3,30,0,0,-6,0.14,0.8,-4,990
1,18,4,30,0,0,-6,0.14,0.5,-4,990
1,18,5,30,0,0,-6,0.14,0.4,-5,990
1,18,6,30,0,0,-6,0.14,0.5,-5,990
1,18,7,30,0,0,-7,0.14,0.8,-5,990
1,18,8,30,22,146,-7,0.14,1.5,-4,990
1,18,9,30,81,78,-6,0.14,2.2,-2,990
1,18,10,30,135,251,-6,0.14,2.7,-1,990
1,18,11,30,95,789,-5,0.14,3.3000000000000000,0,990
1,18,12,30,188,27,-5,0.14,4.1000000000000000,0,990
1,18,13,30,173,12,-4,0.14,4.800000000000000,0,990
1,18,14,30,168,341,-4,0.14,5.2,1,990
1,18,15,30,132,248,-3,0.14,5,1,990
1,18,16,30,76,142,-3,0.14,4,0,990
1,18,17,30,16,219,-3,0.14,3.6,0,990
1,18,18,30,0,0,-4,0.14,3.7,-1,990
1,18,19,30,0,0,-5,0.14,3.6,-2,990
1,18,20,30,0,0,-6,0.14,3.5,-2,990
1,18,21,30,0,0,-6,0.14,3.3000000000000000,-3,990
1,18,22,30,0,0,-7,0.14,3,-4,990
1,18,23,30,0,0,-7,0.14,2.7,-4,990
1,19,0,30,0,0,-7,0.14,2.3000000000000000,-5,990
1,19,1,30,0,0,-8,0.14,1.8,-6,990
1,19,2,30,0,0,-8,0.14,1.4000000000000000,-7,990
1,19,3,30,0,0,-9,0.14,1.2000000000000000,-7,990
1,19,4,30,0,0,-9,0.14,1.1,-7,990
1,19,5,30,0,0,-9,0.14,0.9,-6,990
1,19,6,30,0,0,-9,0.14,0.6000000000000000,-5,990
1,19,7,30,0,0,-9,0.14,0.6000000000000000,-5,990
1,19,8,30,19,70,-8,0.14,1.3,-4,990
1,19,9,30,82,123,-8,0.14,2.3000000000000000,-3,990
1,19,10,30,144,151,-7,0.14,3,-2,990
1,19,11,30,190,194,-7,0.14,3.4000000000000000,-1,990
1,19,12,30,214,91,-8,0.14,3.5,0,990
1,19,13,30,125,0,-8,0.14,3.5,0,990
1,19,14,30,170,30,-7,0.14,3.3000000000000000,0,980
1,19,15,30,109,0,-6,0.14,2.8000000000000000,0,980
1,19,16,30,9,0,-5,0.14,2.2,-1,980
1,19,17,30,1,0,-4,0.14,2,-2,980
1,19,18,30,0,0,-4,0.14,2,-2,980
1,19,19,30,0,0,-4,0.87,1.8,-3,980
1,19,20,30,0,0,-4,0.87,1.4000000000000000,-3,980
1,19,21,30,0,0,-4,0.87,1.1,-3,980
1,19,22,30,0,0,-4,0.87,1.2000000000000000,-3,980
1,19,23,30,0,0,-4,0.87,2.1,-3,980
1,20,0,30,0,0,-4,0.87,3.7,-3,980
1,20,1,30,0,0,-4,0.87,5.300000000000000,-3,980
1,20,2,30,0,0,-5,0.87,6.300000000000000,-4,980
1,20,3,30,0,0,-6,0.87,7.1000000000000000,-4,980
1,20,4,30,0,0,-7,0.87,7.7,-5,980
1,20,5,30,0,0,-8,0.87,7.800000000000000,-6,980
1,20,6,30,0,0,-10,0.87,7.6000000000000000,-7,990
1,20,7,30,0,0,-11,0.87,7.4,-9,990
1,20,8,30,26,156,-13,0.87,7.300000000000000,-10,990
1,20,9,30,74,580,-14,0.87,7.4,-9,990
1,20,10,30,98,763,-14,0.87,7.300000000000000,-8,990
1,20,11,30,108,857,-14,0.87,7.2,-7,990
1,20,12,30,105,914,-14,0.87,6.9,-6,990
1,20,13,30,97,934,-14,0.87,6.5,-6,990
1,20,14,30,88,914,-14,0.87,6,-6,990
1,20,15,30,75,845,-14,0.87,5.300000000000000,-6,990
1,20,16,30,75,7,-15,0.87,4.5,-8,990
1,20,17,30,33,0,-16,0.87,3.8000000000000000,-11,990
1,20,18,30,0,0,-18,0.87,3.6,-13,990
1,20,19,30,0,0,-18,0.87,3.9000000000000000,-14,990
1,20,20,30,0,0,-19,0.87,4.3,-14,990
1,20,21,30,0,0,-19,0.87,4.5,-14,990
